locus_tag	GO_ID	type
BSU22440	GO:0006351	process
BSU22440	GO:0006355	process
BSU22440	GO:0006355	process
BSU22440	GO:0006351	process
BSU22440	GO:0006355	process
BSU22440	GO:0006351	process
BSU22440	GO:0009249	process
BSU22440	GO:0006355	process
BSU22440	GO:0009249	process
BSU22440	GO:0009249	process
BSU22440	GO:0009249	process
BSU22440	GO:0006355	process
BSU22440	GO:0009249	process
BSU22440	GO:0009249	process
BSU22440	GO:0006351	process
BSU22440	GO:0009249	process
BSU22440	GO:0006351	process
BSU22440	GO:0006351	process
BSU22440	GO:0009249	process
BSU24100	GO:0006355	process
BSU24100	GO:0006351	process
BSU24100	GO:0006351	process
BSU24100	GO:0006355	process
BSU26590	GO:0055085	process
BSU26590	GO:0046677	process
BSU26590	GO:0055085	process
BSU26590	GO:0055085	process
BSU26590	GO:0055085	process
BSU26600	GO:0046208	process
BSU26600	GO:0046208	process
BSU26600	GO:0046203	process
BSU26580	GO:0006355	process
BSU26580	GO:0006351	process
BSU26580	GO:0006355	process
BSU26580	GO:0006355	process
BSU26580	GO:0006355	process
BSU26580	GO:0006355	process
BSU26580	GO:0006355	process
BSU21410	GO:0071555	process
BSU21410	GO:0030420	process
BSU21410	GO:0009253	process
BSU21410	GO:0009254	process
BSU21410	GO:0009253	process
BSU21410	GO:0071555	process
BSU21410	GO:0071555	process
BSU21410	GO:0009253	process
BSU21410	GO:0009253	process
BSU21410	GO:0009254	process
BSU21410	GO:0009253	process
BSU21410	GO:0071555	process
BSU21410	GO:0009254	process
BSU21410	GO:0071555	process
BSU21410	GO:0030435	process
BSU21410	GO:0009253	process
BSU24010	GO:0055085	process
BSU24010	GO:0055085	process
BSU24010	GO:0055085	process
BSU24010	GO:0055085	process
BSU24010	GO:0055085	process
BSU24010	GO:0046677	process
BSU24010	GO:0055085	process
BSU34820	GO:0035672	process
BSU34820	GO:0055085	process
BSU34820	GO:0035672	process
BSU34820	GO:0055085	process
BSU34820	GO:0055085	process
BSU34820	GO:0046677	process
BSU34820	GO:0046677	process
BSU34820	GO:0055085	process
BSU34820	GO:0046677	process
BSU34820	GO:0006869	process
BSU34820	GO:0055085	process
BSU34820	GO:0055085	process
BSU34820	GO:0055085	process
BSU34820	GO:0046677	process
BSU34820	GO:0046677	process
BSU34820	GO:0046677	process
BSU34820	GO:0035672	process
BSU34820	GO:0035672	process
BSU24020	GO:0006355	process
BSU24020	GO:0006355	process
BSU24020	GO:0006355	process
BSU24020	GO:0006355	process
BSU24020	GO:0006355	process
BSU24020	GO:0006355	process
BSU24020	GO:0006351	process
BSU24020	GO:0006355	process
BSU24000	GO:0008654	process
BSU24000	GO:0008654	process
BSU24000	GO:0006629	process
BSU24000	GO:0008654	process
BSU24000	GO:0006629	process
BSU24000	GO:0006629	process
BSU24000	GO:0006665	process
BSU00230	GO:0030435	process
BSU27750	GO:0030435	process
BSU15300	GO:0006508	process
BSU15300	GO:0006508	process
BSU15300	GO:0006508	process
BSU15300	GO:0006508	process
BSU15300	GO:0006508	process
BSU15300	GO:0006508	process
BSU22050	GO:0030639	process
BSU22050	GO:0030639	process
BSU22040	GO:0032259	process
BSU22040	GO:0032259	process
BSU22040	GO:0032259	process
BSU22040	GO:0032259	process
BSU29600	GO:0015820	process
BSU29600	GO:0015818	process
BSU29600	GO:0015829	process
BSU29600	GO:1902475	process
BSU29600	GO:1903785	process
BSU29600	GO:0006865	process
BSU29600	GO:0015803	process
BSU26690	GO:0006865	process
BSU26690	GO:1902475	process
BSU26690	GO:0015803	process
BSU26690	GO:1902475	process
BSU26690	GO:0015818	process
BSU26690	GO:1903785	process
BSU26690	GO:0015818	process
BSU26690	GO:0015803	process
BSU26690	GO:1902475	process
BSU26690	GO:1903785	process
BSU26690	GO:1902475	process
BSU26690	GO:0015818	process
BSU26690	GO:0015829	process
BSU26690	GO:0015803	process
BSU26690	GO:0015829	process
BSU26690	GO:0015818	process
BSU26690	GO:0015829	process
BSU26690	GO:0015820	process
BSU26690	GO:0015829	process
BSU26690	GO:1902475	process
BSU26690	GO:0015803	process
BSU26690	GO:0015818	process
BSU26690	GO:0015820	process
BSU26690	GO:1903785	process
BSU26690	GO:1902475	process
BSU26690	GO:0015829	process
BSU26690	GO:0015818	process
BSU26690	GO:0006865	process
BSU26690	GO:0015803	process
BSU26690	GO:0006865	process
BSU26690	GO:0015818	process
BSU26690	GO:1903785	process
BSU26690	GO:1902475	process
BSU26690	GO:0015803	process
BSU26690	GO:0015829	process
BSU26690	GO:1903785	process
BSU26690	GO:0006865	process
BSU26690	GO:0006865	process
BSU26690	GO:0015820	process
BSU26690	GO:0015818	process
BSU26690	GO:1903785	process
BSU26690	GO:0015829	process
BSU26690	GO:0015803	process
BSU26690	GO:0015820	process
BSU26690	GO:0006865	process
BSU26690	GO:0015803	process
BSU26690	GO:0015820	process
BSU26690	GO:0015803	process
BSU26690	GO:1903785	process
BSU26690	GO:0015829	process
BSU26690	GO:1903785	process
BSU26690	GO:0015820	process
BSU26690	GO:0006865	process
BSU26690	GO:0015820	process
BSU26690	GO:0015820	process
BSU26690	GO:0006865	process
BSU26690	GO:0015803	process
BSU26690	GO:0006865	process
BSU26690	GO:1902475	process
BSU26690	GO:0006865	process
BSU21900	GO:0034599	process
BSU21900	GO:0006979	process
BSU21900	GO:0006979	process
BSU21900	GO:0098869	process
BSU21900	GO:0098869	process
BSU21900	GO:0098869	process
BSU21900	GO:0098869	process
BSU21900	GO:0034599	process
BSU21900	GO:0006979	process
BSU21900	GO:0034599	process
BSU03620	GO:0006355	process
BSU03620	GO:0006351	process
BSU03620	GO:0006351	process
BSU03620	GO:0006355	process
BSU03620	GO:0006351	process
BSU03620	GO:0006355	process
BSU03620	GO:0006355	process
BSU03620	GO:0006355	process
BSU03620	GO:0006351	process
BSU03620	GO:0006355	process
BSU03620	GO:0006351	process
BSU03630	GO:0009636	process
BSU03640	GO:0009636	process
BSU03640	GO:0009636	process
BSU03640	GO:0006744	process
BSU03640	GO:0006744	process
BSU03651	GO:0009636	process
BSU22460	GO:0071793	process
BSU22460	GO:0071793	process
BSU22460	GO:0071793	process
BSU22460	GO:0071793	process
BSU22460	GO:0071793	process
BSU22460	GO:0071793	process
BSU32540	GO:0006308	process
BSU01640	GO:0006355	process
BSU01640	GO:0006355	process
BSU01640	GO:0006351	process
BSU01640	GO:0006355	process
BSU01640	GO:0006355	process
BSU01640	GO:0006355	process
BSU01640	GO:0006355	process
BSU01640	GO:0006351	process
BSU01640	GO:0006351	process
BSU01640	GO:0006351	process
BSU01640	GO:0006351	process
BSU01640	GO:0006355	process
BSU01640	GO:0006351	process
BSU24070	GO:0006083	process
BSU24070	GO:0006083	process
BSU24070	GO:0006083	process
BSU24070	GO:0006083	process
BSU24070	GO:0006083	process
BSU24070	GO:0006083	process
BSU03180	GO:0000272	process
BSU03180	GO:0005976	process
BSU03180	GO:0005976	process
BSU03180	GO:0005976	process
BSU03180	GO:0030245	process
BSU03180	GO:0005976	process
BSU03180	GO:0005976	process
BSU35900	GO:0045227	process
BSU35890	GO:0045227	process
BSU11230	GO:0006526	process
BSU11230	GO:0008652	process
BSU11230	GO:0006221	process
BSU11230	GO:0044205	process
BSU11230	GO:0006526	process
BSU11230	GO:0044205	process
BSU11230	GO:0008652	process
BSU11230	GO:0044205	process
BSU11230	GO:0006541	process
BSU11230	GO:0006207	process
BSU11230	GO:0008652	process
BSU11230	GO:0006526	process
BSU11230	GO:0008652	process
BSU11230	GO:0008652	process
BSU11230	GO:0006526	process
BSU11230	GO:0006526	process
BSU11230	GO:0006207	process
BSU11230	GO:0006526	process
BSU11230	GO:0006221	process
BSU11230	GO:0044205	process
BSU11230	GO:0006207	process
BSU11230	GO:0044205	process
BSU11230	GO:0044205	process
BSU11230	GO:0006541	process
BSU11230	GO:0008652	process
BSU11230	GO:0006221	process
BSU11230	GO:0006526	process
BSU11230	GO:0006207	process
BSU11230	GO:0006221	process
BSU11230	GO:0006207	process
BSU11230	GO:0006541	process
BSU11230	GO:0006526	process
BSU11230	GO:0006526	process
BSU11230	GO:0006541	process
BSU11230	GO:0006207	process
BSU11230	GO:0006221	process
BSU11230	GO:0006207	process
BSU11230	GO:0008652	process
BSU11230	GO:0006207	process
BSU11230	GO:0006221	process
BSU11230	GO:0006221	process
BSU11230	GO:0006207	process
BSU11230	GO:0008652	process
BSU11230	GO:0006541	process
BSU11230	GO:0006541	process
BSU11230	GO:0006541	process
BSU11230	GO:0008652	process
BSU11230	GO:0006526	process
BSU11230	GO:0008652	process
BSU11230	GO:0006221	process
BSU11230	GO:0044205	process
BSU11230	GO:0044205	process
BSU11230	GO:0006221	process
BSU11230	GO:0044205	process
BSU11230	GO:0006526	process
BSU11230	GO:0006207	process
BSU11230	GO:0006541	process
BSU11230	GO:0006541	process
BSU11230	GO:0044205	process
BSU11230	GO:0006541	process
BSU11240	GO:0008652	process
BSU11240	GO:0006526	process
BSU11240	GO:0006526	process
BSU11240	GO:0006221	process
BSU11240	GO:0006221	process
BSU11240	GO:0006526	process
BSU11240	GO:0006541	process
BSU11240	GO:0006221	process
BSU11240	GO:0006526	process
BSU11240	GO:0006541	process
BSU11240	GO:0044205	process
BSU11240	GO:0044205	process
BSU11240	GO:0006541	process
BSU11240	GO:0008652	process
BSU11240	GO:0006221	process
BSU11240	GO:0006221	process
BSU11240	GO:0044205	process
BSU11240	GO:0006221	process
BSU11240	GO:0008652	process
BSU11240	GO:0006526	process
BSU11240	GO:0008652	process
BSU11240	GO:0044205	process
BSU11240	GO:0006541	process
BSU11240	GO:0008652	process
BSU11240	GO:0008652	process
BSU11240	GO:0044205	process
BSU11240	GO:0044205	process
BSU11240	GO:0008652	process
BSU11240	GO:0044205	process
BSU11240	GO:0006541	process
BSU11240	GO:0008652	process
BSU11240	GO:0006526	process
BSU11240	GO:0044205	process
BSU11240	GO:0006541	process
BSU11240	GO:0006221	process
BSU11240	GO:0044205	process
BSU11240	GO:0006526	process
BSU11240	GO:0008652	process
BSU11240	GO:0008652	process
BSU11240	GO:0008652	process
BSU11240	GO:0006541	process
BSU11240	GO:0044205	process
BSU11240	GO:0044205	process
BSU11240	GO:0006541	process
BSU11240	GO:0006221	process
BSU11240	GO:0006526	process
BSU11240	GO:0006526	process
BSU11240	GO:0006221	process
BSU11240	GO:0006526	process
BSU11240	GO:0008652	process
BSU11240	GO:0006221	process
BSU11240	GO:0006526	process
BSU11240	GO:0006541	process
BSU11240	GO:0044205	process
BSU11240	GO:0044205	process
BSU11240	GO:0008652	process
BSU11240	GO:0006526	process
BSU11240	GO:0006541	process
BSU11240	GO:0006221	process
BSU11240	GO:0006541	process
BSU11240	GO:0006526	process
BSU11240	GO:0006526	process
BSU11240	GO:0006221	process
BSU11240	GO:0006221	process
BSU11240	GO:0006541	process
BSU11240	GO:0006221	process
BSU11240	GO:0008652	process
BSU11240	GO:0044205	process
BSU08230	GO:0009636	process
BSU08240	GO:0009636	process
BSU22450	GO:0001680	process
BSU22450	GO:0042245	process
BSU22450	GO:0001680	process
BSU22450	GO:0042245	process
BSU22450	GO:0001680	process
BSU22450	GO:0008033	process
BSU22450	GO:0008033	process
BSU22450	GO:0008033	process
BSU22450	GO:0001680	process
BSU22450	GO:0006396	process
BSU22450	GO:0008033	process
BSU22450	GO:0042245	process
BSU22450	GO:0008033	process
BSU22450	GO:0006396	process
BSU22450	GO:0042245	process
BSU22450	GO:0042245	process
BSU22450	GO:0006396	process
BSU22450	GO:0006396	process
BSU22450	GO:0042245	process
BSU22450	GO:0008033	process
BSU22450	GO:0008033	process
BSU22450	GO:0008033	process
BSU22450	GO:0006396	process
BSU22450	GO:0001680	process
BSU22450	GO:0001680	process
BSU22450	GO:0042245	process
BSU22450	GO:0042245	process
BSU22450	GO:0006396	process
BSU22450	GO:0001680	process
BSU22450	GO:0006396	process
BSU22450	GO:0008033	process
BSU22450	GO:0006396	process
BSU22450	GO:0001680	process
BSU22450	GO:0008033	process
BSU22450	GO:0042245	process
BSU22450	GO:0001680	process
BSU22450	GO:0006396	process
BSU17930	GO:0030435	process
BSU17930	GO:0017004	process
BSU17930	GO:0017004	process
BSU17930	GO:0017004	process
BSU17930	GO:0017004	process
BSU17930	GO:0017004	process
BSU17930	GO:0017004	process
BSU29740	GO:0045892	process
BSU29740	GO:0006355	process
BSU29740	GO:0006355	process
BSU29740	GO:0045892	process
BSU29740	GO:0006351	process
BSU29740	GO:0045893	process
BSU29740	GO:0006351	process
BSU29740	GO:0006355	process
BSU29740	GO:0006351	process
BSU29740	GO:0006355	process
BSU29740	GO:0006351	process
BSU29740	GO:0006355	process
BSU29740	GO:0006355	process
BSU29740	GO:0006351	process
BSU40870	GO:0006355	process
BSU40870	GO:0006351	process
BSU40870	GO:0006355	process
BSU40870	GO:0006355	process
BSU40870	GO:0006355	process
BSU40870	GO:0006351	process
BSU40870	GO:0006355	process
BSU40870	GO:0006351	process
BSU40870	GO:0006351	process
BSU40870	GO:0006351	process
BSU40870	GO:0006355	process
BSU14140	GO:0006355	process
BSU14140	GO:0006351	process
BSU14140	GO:0006355	process
BSU14140	GO:0006351	process
BSU14140	GO:0006355	process
BSU14140	GO:0006351	process
BSU25250	GO:0006351	process
BSU25250	GO:0045013	process
BSU25300	GO:0055086	process
BSU25300	GO:0055086	process
BSU25300	GO:0072527	process
BSU25300	GO:0072527	process
BSU16540	GO:0008654	process
BSU16540	GO:0006629	process
BSU16540	GO:0016024	process
BSU16540	GO:0016024	process
BSU16540	GO:0008654	process
BSU16540	GO:0006629	process
BSU16540	GO:0008654	process
BSU16540	GO:0006629	process
BSU16540	GO:0016024	process
BSU16540	GO:0008654	process
BSU16540	GO:0006629	process
BSU16540	GO:0016024	process
BSU16540	GO:0016024	process
BSU19780	GO:0030435	process
BSU33950	GO:0006351	process
BSU33950	GO:0006351	process
BSU33950	GO:2000142	process
BSU33950	GO:0006351	process
BSU33950	GO:0006351	process
BSU33950	GO:0006351	process
BSU16430	GO:0000160	process
BSU16430	GO:0007165	process
BSU16430	GO:0007165	process
BSU16430	GO:0006935	process
BSU16430	GO:0000160	process
BSU16430	GO:0007165	process
BSU16430	GO:0007165	process
BSU16430	GO:0050920	process
BSU16430	GO:0000160	process
BSU16430	GO:0006935	process
BSU16430	GO:0000160	process
BSU16430	GO:0007165	process
BSU16430	GO:0071978	process
BSU16430	GO:0000160	process
BSU16430	GO:0000160	process
BSU16430	GO:0000160	process
BSU16430	GO:0000160	process
BSU16430	GO:0000160	process
BSU16430	GO:0006935	process
BSU16430	GO:0000160	process
BSU16430	GO:0006935	process
BSU16430	GO:0006935	process
BSU16420	GO:0007165	process
BSU16420	GO:0006935	process
BSU16420	GO:0006935	process
BSU16420	GO:0007165	process
BSU16420	GO:0007165	process
BSU16420	GO:0000160	process
BSU16420	GO:0006935	process
BSU16420	GO:0007165	process
BSU16420	GO:0006935	process
BSU16420	GO:0006935	process
BSU16420	GO:0007165	process
BSU16420	GO:0000160	process
BSU16420	GO:0006935	process
BSU16420	GO:0000160	process
BSU16420	GO:0000160	process
BSU16420	GO:0007165	process
BSU16420	GO:0007165	process
BSU16420	GO:0000160	process
BSU16420	GO:0000160	process
BSU16420	GO:0000160	process
BSU16420	GO:0006935	process
BSU16420	GO:0007165	process
BSU16420	GO:0006935	process
BSU16450	GO:0006935	process
BSU16450	GO:0006935	process
BSU16450	GO:0006935	process
BSU16450	GO:0006935	process
BSU16450	GO:0050918	process
BSU16450	GO:0006935	process
BSU16460	GO:0006935	process
BSU16460	GO:0006935	process
BSU16460	GO:0006935	process
BSU16460	GO:0006935	process
BSU16460	GO:0006935	process
BSU16460	GO:0006935	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0032259	process
BSU22720	GO:0006935	process
BSU14010	GO:0006935	process
BSU14010	GO:0006935	process
BSU14010	GO:0000160	process
BSU14010	GO:0006935	process
BSU14010	GO:0007165	process
BSU14010	GO:0006935	process
BSU14010	GO:0007165	process
BSU14010	GO:0000160	process
BSU14010	GO:0006935	process
BSU14010	GO:0007165	process
BSU14010	GO:0000160	process
BSU16440	GO:0007165	process
BSU16440	GO:0006935	process
BSU16440	GO:0006935	process
BSU16440	GO:0006935	process
BSU16440	GO:0042333	process
BSU16440	GO:0006935	process
BSU16440	GO:0007165	process
BSU16440	GO:0007165	process
BSU16440	GO:0006935	process
BSU16330	GO:0071978	process
BSU16330	GO:0006935	process
BSU16330	GO:0000160	process
BSU16330	GO:0000160	process
BSU16330	GO:0000160	process
BSU16330	GO:0000160	process
BSU38320	GO:0019835	process
BSU38320	GO:0012501	process
BSU38320	GO:0012501	process
BSU38320	GO:0012501	process
BSU38320	GO:0031640	process
BSU38320	GO:0031640	process
BSU38320	GO:0019835	process
BSU38320	GO:0019835	process
BSU38320	GO:0031640	process
BSU38320	GO:0031640	process
BSU38320	GO:0019835	process
BSU38320	GO:0019835	process
BSU38320	GO:0012501	process
BSU38320	GO:0031640	process
BSU38320	GO:0012501	process
BSU38320	GO:0012501	process
BSU38320	GO:0019835	process
BSU38320	GO:0031640	process
BSU38770	GO:0006101	process
BSU38770	GO:0015711	process
BSU38770	GO:0055085	process
BSU38770	GO:0055085	process
BSU38770	GO:0055085	process
BSU38770	GO:0015746	process
BSU38770	GO:1902600	process
BSU38770	GO:0055085	process
BSU38770	GO:0015711	process
BSU38770	GO:0015711	process
BSU38770	GO:0015711	process
BSU38770	GO:0015711	process
BSU38770	GO:0055085	process
BSU09440	GO:0006099	process
BSU09440	GO:0006099	process
BSU09440	GO:0006099	process
BSU09440	GO:0006099	process
BSU09440	GO:0005975	process
BSU09440	GO:0005975	process
BSU09440	GO:0005975	process
BSU09440	GO:0006099	process
BSU09440	GO:0005975	process
BSU18000	GO:0043937	process
BSU18000	GO:0019679	process
BSU18000	GO:0006099	process
BSU18000	GO:0019679	process
BSU18000	GO:0006099	process
BSU18000	GO:0006099	process
BSU18000	GO:0043937	process
BSU39060	GO:0015746	process
BSU39060	GO:0055085	process
BSU39060	GO:0055085	process
BSU39060	GO:0055085	process
BSU39060	GO:0015746	process
BSU39060	GO:0015746	process
BSU39060	GO:0015746	process
BSU39060	GO:0055085	process
BSU07610	GO:0015746	process
BSU07610	GO:0015746	process
BSU07610	GO:0055085	process
BSU07610	GO:0055085	process
BSU07610	GO:0015746	process
BSU07610	GO:0015746	process
BSU07610	GO:0015746	process
BSU07610	GO:0055085	process
BSU07610	GO:0055085	process
BSU07610	GO:0015746	process
BSU07610	GO:0055085	process
BSU07610	GO:0055085	process
BSU07610	GO:0006101	process
BSU07610	GO:0055085	process
BSU09430	GO:0006351	process
BSU09430	GO:0006355	process
BSU09430	GO:0006351	process
BSU09430	GO:0006355	process
BSU09430	GO:0006351	process
BSU09430	GO:0006351	process
BSU09430	GO:0006355	process
BSU09430	GO:0006355	process
BSU09430	GO:0006355	process
BSU09430	GO:0006355	process
BSU09430	GO:0006351	process
BSU07580	GO:0000160	process
BSU07590	GO:0000160	process
BSU07590	GO:0006355	process
BSU07590	GO:0006351	process
BSU07590	GO:0000160	process
BSU07590	GO:0000160	process
BSU07590	GO:0000160	process
BSU07590	GO:0006355	process
BSU07590	GO:0006355	process
BSU07590	GO:0000160	process
BSU07590	GO:0006351	process
BSU07590	GO:0006355	process
BSU07590	GO:0006351	process
BSU07590	GO:0006351	process
BSU07590	GO:0006351	process
BSU07590	GO:0006355	process
BSU29140	GO:0005975	process
BSU29140	GO:0006099	process
BSU29140	GO:0005975	process
BSU29140	GO:0005975	process
BSU29140	GO:0006099	process
BSU29140	GO:0006099	process
BSU29140	GO:0005975	process
BSU29140	GO:0006099	process
BSU29140	GO:0006099	process
BSU29140	GO:0006099	process
BSU00860	GO:0034605	process
BSU00860	GO:0030420	process
BSU00860	GO:0006457	process
BSU00860	GO:0006508	process
BSU00860	GO:0006351	process
BSU00860	GO:0006508	process
BSU00860	GO:0006508	process
BSU00860	GO:0034605	process
BSU13700	GO:0034605	process
BSU13700	GO:0006508	process
BSU13700	GO:0006508	process
BSU13700	GO:0006457	process
BSU13700	GO:0006508	process
BSU13700	GO:0034605	process
BSU13700	GO:0034605	process
BSU13700	GO:0006508	process
BSU34540	GO:0006515	process
BSU34540	GO:0006515	process
BSU34540	GO:0006515	process
BSU34540	GO:0006508	process
BSU34540	GO:0006508	process
BSU34540	GO:0006515	process
BSU34540	GO:0006508	process
BSU34540	GO:0006508	process
BSU34540	GO:0006508	process
BSU16150	GO:0051603	process
BSU16150	GO:0030163	process
BSU16150	GO:0030163	process
BSU16150	GO:0006508	process
BSU16150	GO:0030163	process
BSU16150	GO:0006508	process
BSU16150	GO:0051603	process
BSU16150	GO:0006508	process
BSU16150	GO:0006508	process
BSU16150	GO:0051603	process
BSU16150	GO:0030163	process
BSU16150	GO:0051603	process
BSU16150	GO:0051603	process
BSU16150	GO:0006508	process
BSU28220	GO:0051603	process
BSU28220	GO:0006457	process
BSU28220	GO:0051603	process
BSU28220	GO:0006508	process
BSU28220	GO:0006508	process
BSU28220	GO:0051603	process
BSU28220	GO:0006508	process
BSU28220	GO:0006457	process
BSU28220	GO:0006457	process
BSU28220	GO:0006457	process
BSU28220	GO:0051301	process
BSU28220	GO:0051301	process
BSU28220	GO:0006457	process
BSU28220	GO:0030163	process
BSU28220	GO:0051301	process
BSU28220	GO:0051603	process
BSU28220	GO:0006508	process
BSU28220	GO:0051301	process
BSU16160	GO:0051603	process
BSU16160	GO:0010498	process
BSU16160	GO:0043335	process
BSU36590	GO:0055085	process
BSU36590	GO:0043934	process
BSU36590	GO:0032049	process
BSU36590	GO:0032049	process
BSU36590	GO:0006629	process
BSU36590	GO:0008654	process
BSU37190	GO:0032049	process
BSU37190	GO:0032049	process
BSU37190	GO:0043934	process
BSU22890	GO:0006139	process
BSU22890	GO:0006220	process
BSU22890	GO:0006220	process
BSU22890	GO:0015949	process
BSU22890	GO:0015949	process
BSU22890	GO:0006139	process
BSU22890	GO:0046940	process
BSU22890	GO:0046940	process
BSU22890	GO:0006139	process
BSU22890	GO:0006220	process
BSU22890	GO:0006139	process
BSU22890	GO:0006139	process
BSU22890	GO:0046940	process
BSU22890	GO:0015949	process
BSU22890	GO:0006139	process
BSU22890	GO:0006220	process
BSU22890	GO:0015949	process
BSU22890	GO:0006220	process
BSU22890	GO:0015949	process
BSU22890	GO:0015949	process
BSU22890	GO:0006139	process
BSU22890	GO:0006220	process
BSU22890	GO:0006139	process
BSU22890	GO:0006220	process
BSU22890	GO:0006220	process
BSU22890	GO:0006220	process
BSU22890	GO:0015949	process
BSU22890	GO:0006139	process
BSU22890	GO:0006220	process
BSU22890	GO:0006139	process
BSU22890	GO:0006139	process
BSU22890	GO:0015949	process
BSU22890	GO:0006139	process
BSU22890	GO:0015949	process
BSU22890	GO:0006220	process
BSU22890	GO:0006220	process
BSU22890	GO:0015949	process
BSU22890	GO:0015949	process
BSU22890	GO:0046940	process
BSU23760	GO:0015937	process
BSU23760	GO:0015937	process
BSU23760	GO:0015937	process
BSU23760	GO:0015937	process
BSU23760	GO:0015937	process
BSU23760	GO:0015937	process
BSU23760	GO:0015937	process
BSU23760	GO:0015937	process
BSU23760	GO:0015937	process
BSU15700	GO:0015941	process
BSU15700	GO:0015941	process
BSU15700	GO:0015937	process
BSU15700	GO:0015937	process
BSU15700	GO:0015937	process
BSU15700	GO:0015937	process
BSU15700	GO:0015941	process
BSU15700	GO:0015937	process
BSU15700	GO:0015941	process
BSU15700	GO:0015941	process
BSU15700	GO:0015937	process
BSU15700	GO:0015941	process
BSU15700	GO:0015941	process
BSU15700	GO:0015941	process
BSU15700	GO:0015937	process
BSU15700	GO:0015937	process
BSU15700	GO:0015937	process
BSU15700	GO:0015937	process
BSU15700	GO:0015941	process
BSU15020	GO:0015937	process
BSU15020	GO:0015937	process
BSU15020	GO:0015937	process
BSU15020	GO:0015937	process
BSU15020	GO:0015937	process
BSU29060	GO:0015937	process
BSU29060	GO:0015937	process
BSU29060	GO:0015937	process
BSU29060	GO:0015937	process
BSU29060	GO:0015937	process
BSU29060	GO:0015937	process
BSU29060	GO:0015937	process
BSU29060	GO:0015937	process
BSU00700	GO:0015937	process
BSU00700	GO:0015937	process
BSU00700	GO:0015937	process
BSU16170	GO:0006355	process
BSU16170	GO:0045892	process
BSU16170	GO:0006355	process
BSU16170	GO:0045892	process
BSU16170	GO:0006355	process
BSU16170	GO:0006355	process
BSU16170	GO:0006351	process
BSU16170	GO:0006351	process
BSU16170	GO:0045892	process
BSU16170	GO:0006355	process
BSU16170	GO:0006351	process
BSU16170	GO:0006351	process
BSU16170	GO:0045892	process
BSU16170	GO:0045892	process
BSU16170	GO:0006351	process
BSU11530	GO:0030420	process
BSU31680	GO:0006355	process
BSU31680	GO:0000160	process
BSU31680	GO:0000160	process
BSU31680	GO:0006351	process
BSU31680	GO:0000160	process
BSU31680	GO:0006355	process
BSU31680	GO:0006351	process
BSU31680	GO:0000160	process
BSU31680	GO:0000160	process
BSU31680	GO:0006351	process
BSU31680	GO:0006351	process
BSU31680	GO:0006355	process
BSU31680	GO:0000160	process
BSU31680	GO:0006351	process
BSU31680	GO:0030420	process
BSU31680	GO:0000160	process
BSU31680	GO:0006355	process
BSU31680	GO:0006355	process
BSU31680	GO:0006355	process
BSU31680	GO:0006351	process
BSU31680	GO:0006355	process
BSU28070	GO:0006465	process
BSU28070	GO:0006508	process
BSU28070	GO:0030420	process
BSU28070	GO:0006465	process
BSU28070	GO:0006465	process
BSU28070	GO:0032259	process
BSU28070	GO:0030435	process
BSU25590	GO:0030420	process
BSU25590	GO:0015628	process
BSU25590	GO:0015628	process
BSU25590	GO:0015628	process
BSU25590	GO:0006281	process
BSU25590	GO:0006281	process
BSU25590	GO:0006281	process
BSU25590	GO:0015628	process
BSU25590	GO:0006281	process
BSU25590	GO:0006281	process
BSU25570	GO:0030420	process
BSU25570	GO:0030420	process
BSU25570	GO:0030420	process
BSU25600	GO:0055129	process
BSU25600	GO:0055129	process
BSU25600	GO:0055129	process
BSU25600	GO:0055129	process
BSU35470	GO:0006310	process
BSU35470	GO:0006270	process
BSU35470	GO:0030420	process
BSU35470	GO:0006310	process
BSU35470	GO:0006302	process
BSU35470	GO:0006270	process
BSU35470	GO:0006302	process
BSU35470	GO:0006270	process
BSU35470	GO:0006270	process
BSU35470	GO:0006302	process
BSU35470	GO:0006270	process
BSU35470	GO:0006310	process
BSU35470	GO:0006302	process
BSU35470	GO:0006310	process
BSU35470	GO:0006310	process
BSU35470	GO:0006302	process
BSU35460	GO:0030420	process
BSU35450	GO:0030420	process
BSU24730	GO:0030420	process
BSU24720	GO:0009306	process
BSU24720	GO:0009306	process
BSU24720	GO:0009306	process
BSU24720	GO:0009306	process
BSU24720	GO:0009306	process
BSU24720	GO:0009306	process
BSU24720	GO:0030420	process
BSU24710	GO:0030420	process
BSU24710	GO:0030420	process
BSU24710	GO:0030420	process
BSU24710	GO:0030420	process
BSU24710	GO:0030420	process
BSU24710	GO:0030420	process
BSU24700	GO:0015628	process
BSU24700	GO:0015628	process
BSU24700	GO:0030420	process
BSU24700	GO:0030420	process
BSU24700	GO:0015628	process
BSU24700	GO:0015628	process
BSU24700	GO:0030420	process
BSU24700	GO:0030420	process
BSU24700	GO:0030420	process
BSU24700	GO:0015628	process
BSU24700	GO:0015628	process
BSU24700	GO:0030420	process
BSU24690	GO:0030420	process
BSU24690	GO:0030420	process
BSU24690	GO:0030420	process
BSU24690	GO:0030420	process
BSU24690	GO:0030420	process
BSU24680	GO:0030420	process
